0.170, -0.4283, 1, 1, -6.860e-3, 0.0000e+0, -3.2394e-7, 0.0000e+0, 1.3220e-7, 0.0864
0.180, -0.4289, 1, 1, -6.860e-3, 0.0000e+0, -3.4300e-7, 0.0000e+0, 1.4037e-7, 0.0251
0.190, -0.4285, 1, 1, -6.860e-3, 0.0000e+0, -3.6206e-7, 0.0000e+0, 1.4854e-7, 0.0674
0.200, -0.4291, 1, 1, -6.860e-3, 0.0000e+0, -3.8111e-7, 0.0000e+0, 1.5671e-7, 0.0424
0.210, -0.4286, 1, 1, -6.860e-3, 0.0000e+0, -4.0017e-7, 0.0000e+0, 1.6488e-7, 0.0567
0.220, -0.4290, 1, 1, -6.860e-3, 0.0000e+0, -4.1922e-7, 0.0000e+0, 1.7306e-7, 0.0517
0.230, -0.4284, 1, 1, -6.860e-3, 0.0000e+0, -4.3828e-7, 0.0000e+0, 1.8122e-7, 0.0486
0.240, -0.4289, 1, 1, -6.860e-3, 0.0000e+0, -4.5733e-7, 0.0000e+0, 1.8939e-7, 0.0607
0.250, -0.4282, 1, 1, -6.860e-3, 0.0000e+0, -4.7639e-7, 0.0000e+0, 1.9755e-7, 0.0438
0.260, -0.4286, 1, 1, -6.860e-3, 0.0000e+0, -4.9544e-7, 0.0000e+0, 2.0572e-7, 0.0661
0.270, -0.4279, 1, 1, -6.860e-3, 0.0000e+0, -5.1450e-7, 0.0000e+0, 2.1387e-7, 0.0389
0.280, -0.4283, 1, 1, -6.860e-3, 0.0000e+0, -5.3356e-7, 0.0000e+0, 2.2203e-7, 0.0697
0.290, -0.4275, 1, 1, -6.860e-3, 0.0000e+0, -5.5261e-7, 0.0000e+0, 2.3018e-7, 0.0348
0.300, -0.4279, 1, 1, -6.860e-3, 0.0000e+0, -5.7167e-7, 0.0000e+0, 2.3833e-7, 0.0730
0.310, -0.4271, 1, 1, -6.860e-3, 0.0000e+0, -5.9072e-7, 0.0000e+0, 2.4647e-7, 0.0325
0.320, -0.4274, 1, 1, -6.860e-3, 0.0000e+0, -6.0978e-7, 0.0000e+0, 2.5462e-7, 0.0757
0.330, -0.4266, 1, 1, -6.860e-3, 0.0000e+0, -6.2883e-7, 0.0000e+0, 2.6275e-7, 0.0305
0.340, -0.4269, 1, 1, -6.860e-3, 0.0000e+0, -6.4789e-7, 0.0000e+0, 2.7088e-7, 0.0785
0.350, -0.4261, 1, 1, -6.860e-3, 0.0000e+0, -6.6694e-7, 0.0000e+0, 2.7900e-7, 0.0282
0.360, -0.4264, 1, 1, -6.860e-3, 0.0000e+0, -6.8600e-7, 0.0000e+0, 2.8713e-7, 0.0798
0.370, -0.4256, 1, 1, -6.860e-3, 0.0000e+0, -7.0506e-7, 0.0000e+0, 2.9523e-7, 0.0264
0.380, -0.4258, 1, 1, -6.860e-3, 0.0000e+0, -7.2411e-7, 0.0000e+0, 3.0335e-7, 0.0805
0.390, -0.4250, 1, 1, -6.860e-3, 0.0000e+0, -7.4317e-7, 0.0000e+0, 3.1145e-7, 0.0235
0.400, -0.4252, 1, 1, -6.860e-3, 0.0000e+0, -7.6222e-7, 0.0000e+0, 3.1955e-7, 0.0819
0.410, -0.4244, 1, 1, -6.860e-3, 0.0000e+0, -7.8128e-7, 0.0000e+0, 3.2764e-7, 0.0234
0.420, -0.4246, 1, 1, -6.860e-3, 0.0000e+0, -8.0033e-7, 0.0000e+0, 3.3573e-7, 0.0839
0.430, -0.4237, 1, 1, -6.860e-3, 0.0000e+0, -8.1939e-7, 0.0000e+0, 3.4380e-7, 0.0229
0.440, -0.4240, 1, 1, -6.860e-3, 0.0000e+0, -8.3844e-7, 0.0000e+0, 3.5188e-7, 0.0862
0.450, -0.4231, 1, 1, -6.860e-3, 0.0000e+0, -8.5750e-7, 0.0000e+0, 3.5994e-7, 0.0229
0.460, -0.4233, 1, 1, -6.860e-3, 0.0000e+0, -8.7656e-7, 0.0000e+0, 3.6801e-7, 0.0867
0.470, -0.4224, 1, 1, -6.860e-3, 0.0000e+0, -8.9561e-7, 0.0000e+0, 3.7606e-7, 0.0209
0.480, -0.4226, 1, 1, -6.860e-3, 0.0000e+0, -9.1467e-7, 0.0000e+0, 3.8411e-7, 0.0871
0.490, -0.4218, 1, 1, -6.860e-3, 0.0000e+0, -9.3372e-7, 0.0000e+0, 3.9215e-7, 0.0206
0.500, -0.4220, 1, 1, -6.860e-3, 0.0000e+0, -9.5278e-7, 0.0000e+0, 4.0019e-7, 0.0886
0.510, -0.4211, 1, 1, -6.860e-3, 0.0000e+0, -9.7183e-7, 0.0000e+0, 4.0821e-7, 0.0213
0.520, -0.4213, 1, 1, -6.860e-3, 0.0000e+0, -9.9089e-7, 0.0000e+0, 4.1624e-7, 0.0889
0.530, -0.4204, 1, 1, -6.860e-3, 0.0000e+0, -1.0099e-6, 0.0000e+0, 4.2425e-7, 0.0193
0.540, -0.4206, 1, 1, -6.860e-3, 0.0000e+0, -1.0290e-6, 0.0000e+0, 4.3227e-7, 0.0879
0.550, -0.4197, 1, 1, -6.860e-3, 0.0000e+0, -1.0481e-6, 0.0000e+0, 4.4026e-7, 0.0170
0.560, -0.4199, 1, 1, -6.860e-3, 0.0000e+0, -1.0671e-6, 0.0000e+0, 4.4826e-7, 0.0891
0.570, -0.4190, 1, 1, -6.860e-3, 0.0000e+0, -1.0862e-6, 0.0000e+0, 4.5625e-7, 0.0186
0.580, -0.4192, 1, 1, -6.860e-3, 0.0000e+0, -1.1052e-6, 0.0000e+0, 4.6424e-7, 0.0900
0.590, -0.4182, 1, 1, -6.860e-3, 0.0000e+0, -1.1243e-6, 0.0000e+0, 4.7221e-7, 0.0210
0.600, -0.4184, 1, 1, -6.860e-3, 0.0000e+0, -1.1433e-6, 0.0000e+0, 4.8018e-7, 0.0925
0.610, -0.4175, 1, 1, -6.860e-3, 0.0000e+0, -1.1624e-6, 0.0000e+0, 4.8814e-7, 0.0190
0.620, -0.4177, 1, 1, -6.860e-3, 0.0000e+0, -1.1814e-6, 0.0000e+0, 4.9610e-7, 0.0893
0.630, -0.4168, 1, 1, -6.860e-3, 0.0000e+0, -1.2005e-6, 0.0000e+0, 5.0404e-7, 0.0184
0.640, -0.4170, 1, 1, -6.860e-3, 0.0000e+0, -1.2196e-6, 0.0000e+0, 5.1198e-7, 0.0891
0.650, -0.4161, 1, 1, -6.860e-3, 0.0000e+0, -1.2386e-6, 0.0000e+0, 5.1991e-7, 0.0198
0.660, -0.4163, 1, 1, -6.860e-3, 0.0000e+0, -1.2577e-6, 0.0000e+0, 5.2785e-7, 0.0912
0.670, -0.4155, 1, 1, -6.860e-3, 0.0000e+0, -1.2767e-6, 0.0000e+0, 5.3576e-7, 0.0216
0.680, -0.4157, 1, 1, -6.860e-3, 0.0000e+0, -1.2958e-6, 0.0000e+0, 5.4369e-7, 0.0883
0.690, -0.4148, 1, 1, -6.860e-3, 0.0000e+0, -1.3148e-6, 0.0000e+0, 5.5159e-7, 0.0204
0.700, -0.4150, 1, 1, -6.860e-3, 0.0000e+0, -1.3339e-6, 0.0000e+0, 5.5950e-7, 0.0861
0.710, -0.4142, 1, 1, -6.860e-3, 0.0000e+0, -1.3529e-6, 0.0000e+0, 5.6739e-7, 0.0231
0.720, -0.4144, 1, 1, -6.860e-3, 0.0000e+0, -1.3720e-6, 0.0000e+0, 5.7529e-7, 0.0856
0.730, -0.4136, 1, 1, -6.860e-3, 0.0000e+0, -1.3911e-6, 0.0000e+0, 5.8317e-7, 0.0259
0.740, -0.4138, 1, 1, -6.860e-3, 0.0000e+0, -1.4101e-6, 0.0000e+0, 5.9105e-7, 0.0848
0.750, -0.4130, 1, 1, -6.860e-3, 0.0000e+0, -1.4292e-6, 0.0000e+0, 5.9892e-7, 0.0253
0.760, -0.4133, 1, 1, -6.860e-3, 0.0000e+0, -1.4482e-6, 0.0000e+0, 6.0680e-7, 0.0822
0.770, -0.4125, 1, 1, -6.860e-3, 0.0000e+0, -1.4673e-6, 0.0000e+0, 6.1466e-7, 0.0271
0.780, -0.4127, 1, 1, -6.860e-3, 0.0000e+0, -1.4863e-6, 0.0000e+0, 6.2253e-7, 0.0806
0.790, -0.4119, 1, 1, -6.860e-3, 0.0000e+0, -1.5054e-6, 0.0000e+0, 6.3037e-7, 0.0269
0.800, -0.4122, 1, 1, -6.860e-3, 0.0000e+0, -1.5244e-6, 0.0000e+0, 6.3823e-7, 0.0810
0.810, -0.4114, 1, 1, -6.860e-3, 0.0000e+0, -1.5435e-6, 0.0000e+0, 6.4607e-7, 0.0283
0.820, -0.4117, 1, 1, -6.860e-3, 0.0000e+0, -1.5626e-6, 0.0000e+0, 6.5391e-7, 0.0845
0.830, -0.4108, 1, 1, -6.860e-3, 0.0000e+0, -1.5816e-6, 0.0000e+0, 6.6174e-7, 0.0300
0.840, -0.4111, 1, 1, -6.860e-3, 0.0000e+0, -1.6007e-6, 0.0000e+0, 6.6957e-7, 0.0860
0.850, -0.4102, 1, 1, -6.860e-3, 0.0000e+0, -1.6197e-6, 0.0000e+0, 6.7739e-7, 0.0258
0.860, -0.4105, 1, 1, -6.860e-3, 0.0000e+0, -1.6388e-6, 0.0000e+0, 6.8521e-7, 0.0851
0.870, -0.4096, 1, 1, -6.860e-3, 0.0000e+0, -1.6578e-6, 0.0000e+0, 6.9302e-7, 0.0238
0.880, -0.4098, 1, 1, -6.860e-3, 0.0000e+0, -1.6769e-6, 0.0000e+0, 7.0083e-7, 0.0875
0.890, -0.4089, 1, 1, -6.860e-3, 0.0000e+0, -1.6959e-6, 0.0000e+0, 7.0862e-7, 0.0225
0.900, -0.4091, 1, 1, -6.860e-3, 0.0000e+0, -1.7150e-6, 0.0000e+0, 7.1642e-7, 0.0906
0.910, -0.4082, 1, 1, -6.860e-3, 0.0000e+0, -1.7341e-6, 0.0000e+0, 7.2419e-7, 0.0222
0.920, -0.4084, 1, 1, -6.860e-3, 0.0000e+0, -1.7531e-6, 0.0000e+0, 7.3198e-7, 0.0904
0.930, -0.4075, 1, 1, -6.860e-3, 0.0000e+0, -1.7722e-6, 0.0000e+0, 7.3974e-7, 0.0213
0.940, -0.4077, 1, 1, -6.860e-3, 0.0000e+0, -1.7912e-6, 0.0000e+0, 7.4751e-7, 0.0931
0.950, -0.4068, 1, 1, -6.860e-3, 0.0000e+0, -1.8103e-6, 0.0000e+0, 7.5526e-7, 0.0192
0.960, -0.4070, 1, 1, -6.860e-3, 0.0000e+0, -1.8293e-6, 0.0000e+0, 7.6302e-7, 0.0931
0.970, -0.4060, 1, 1, -6.860e-3, 0.0000e+0, -1.8484e-6, 0.0000e+0, 7.7075e-7, 0.0194
0.980, -0.4062, 1, 1, -6.860e-3, 0.0000e+0, -1.8674e-6, 0.0000e+0, 7.7850e-7, 0.0921
0.990, -0.4053, 1, 1, -6.860e-3, 0.0000e+0, -1.8865e-6, 0.0000e+0, 7.8622e-7, 0.0182
1.000, -0.4055, 1, 1, -6.860e-3, 0.0000e+0, -1.9056e-6, 0.0000e+0, 7.9395e-7, 0.0916
1.010, -0.4045, 1, 1, -6.860e-3, 0.0000e+0, -1.9246e-6, 0.0000e+0, 8.0165e-7, 0.0182
1.020, -0.4047, 1, 1, -6.860e-3, 0.0000e+0, -1.9437e-6, 0.0000e+0, 8.0937e-7, 0.0940
1.030, -0.4038, 1, 1, -6.860e-3, 0.0000e+0, -1.9627e-6, 0.0000e+0, 8.1706e-7, 0.0185
1.040, -0.4040, 1, 1, -6.860e-3, 0.0000e+0, -1.9818e-6, 0.0000e+0, 8.2476e-7, 0.0928
1.050, -0.4031, 1, 1, -6.860e-3, 0.0000e+0, -2.0008e-6, 0.0000e+0, 8.3244e-7, 0.0174
1.060, -0.4032, 1, 1, -6.860e-3, 0.0000e+0, -2.0199e-6, 0.0000e+0, 8.4012e-7, 0.0914
1.070, -0.4023, 1, 1, -6.860e-3, 0.0000e+0, -2.0389e-6, 0.0000e+0, 8.4779e-7, 0.0166
1.080, -0.4025, 1, 1, -6.860e-3, 0.0000e+0, -2.0580e-6, 0.0000e+0, 8.5546e-7, 0.0893
1.090, -0.4016, 1, 1, -6.860e-3, 0.0000e+0, -2.0771e-6, 0.0000e+0, 8.6311e-7, 0.0148
1.100, -0.4018, 1, 1, -6.860e-3, 0.0000e+0, -2.0961e-6, 0.0000e+0, 8.7077e-7, 0.0902
1.110, -0.4008, 1, 1, -6.860e-3, 0.0000e+0, -2.1152e-6, 0.0000e+0, 8.7841e-7, 0.0172
1.120, -0.4010, 1, 1, -6.860e-3, 0.0000e+0, -2.1342e-6, 0.0000e+0, 8.8605e-7, 0.0914
1.130, -0.4001, 1, 1, -6.860e-3, 0.0000e+0, -2.1533e-6, 0.0000e+0, 8.9367e-7, 0.0191
1.140, -0.4003, 1, 1, -6.860e-3, 0.0000e+0, -2.1723e-6, 0.0000e+0, 9.0130e-7, 0.0930
1.150, -0.3994, 1, 1, -6.860e-3, 0.0000e+0, -2.1914e-6, 0.0000e+0, 9.0891e-7, 0.0199
1.160, -0.3995, 1, 1, -6.860e-3, 0.0000e+0, -2.2104e-6, 0.0000e+0, 9.1652e-7, 0.0941
1.170, -0.3986, 1, 1, -6.860e-3, 0.0000e+0, -2.2295e-6, 0.0000e+0, 9.2412e-7, 0.0189
1.180, -0.3988, 1, 1, -6.860e-3, 0.0000e+0, -2.2486e-6, 0.0000e+0, 9.3172e-7, 0.0917
1.190, -0.3979, 1, 1, -6.860e-3, 0.0000e+0, -2.2676e-6, 0.0000e+0, 9.3930e-7, 0.0199
1.200, -0.3981, 1, 1, -6.860e-3, 0.0000e+0, -2.2867e-6, 0.0000e+0, 9.4689e-7, 0.0921
1.210, -0.3972, 1, 1, -6.860e-3, 0.0000e+0, -2.3057e-6, 0.0000e+0, 9.5446e-7, 0.0202
1.220, -0.3974, 1, 1, -6.860e-3, 0.0000e+0, -2.3248e-6, 0.0000e+0, 9.6203e-7, 0.0947
1.230, -0.3965, 1, 1, -6.860e-3, 0.0000e+0, -2.3438e-6, 0.0000e+0, 9.6958e-7, 0.0213
1.240, -0.3967, 1, 1, -6.860e-3, 0.0000e+0, -2.3629e-6, 0.0000e+0, 9.7714e-7, 0.0912
1.250, -0.3957, 1, 1, -6.860e-3, 0.0000e+0, -2.3819e-6, 0.0000e+0, 9.8468e-7, 0.0202
1.260, -0.3960, 1, 1, -6.860e-3, 0.0000e+0, -2.4010e-6, 0.0000e+0, 9.9223e-7, 0.0924
1.270, -0.3950, 1, 1, -6.860e-3, 0.0000e+0, -2.4201e-6, 0.0000e+0, 9.9976e-7, 0.0219
1.280, -0.3952, 1, 1, -6.860e-3, 0.0000e+0, -2.4391e-6, 0.0000e+0, 1.0073e-6, 0.0937
1.290, -0.3943, 1, 1, -6.860e-3, 0.0000e+0, -2.4582e-6, 0.0000e+0, 1.0148e-6, 0.0217
1.300, -0.3945, 1, 1, -6.860e-3, 0.0000e+0, -2.4772e-6, 0.0000e+0, 1.0223e-6, 0.0927
1.310, -0.3936, 1, 1, -6.860e-3, 0.0000e+0, -2.4963e-6, 0.0000e+0, 1.0298e-6, 0.0218
1.320, -0.3938, 1, 1, -6.860e-3, 0.0000e+0, -2.5153e-6, 0.0000e+0, 1.0373e-6, 0.0930
1.330, -0.3929, 1, 1, -6.860e-3, 0.0000e+0, -2.5344e-6, 0.0000e+0, 1.0448e-6, 0.0223
1.340, -0.3931, 1, 1, -6.860e-3, 0.0000e+0, -2.5534e-6, 0.0000e+0, 1.0523e-6, 0.0945
1.350, -0.3922, 1, 1, -6.860e-3, 0.0000e+0, -2.5725e-6, 0.0000e+0, 1.0598e-6, 0.0229
1.360, -0.3924, 1, 1, -6.860e-3, 0.0000e+0, -2.5916e-6, 0.0000e+0, 1.0673e-6, 0.0934
1.370, -0.3915, 1, 1, -6.860e-3, 0.0000e+0, -2.6106e-6, 0.0000e+0, 1.0747e-6, 0.0241
1.380, -0.3917, 1, 1, -6.860e-3, 0.0000e+0, -2.6297e-6, 0.0000e+0, 1.0822e-6, 0.0963
1.390, -0.3908, 1, 1, -6.860e-3, 0.0000e+0, -2.6487e-6, 0.0000e+0, 1.0896e-6, 0.0243
1.400, -0.3910, 1, 1, -6.860e-3, 0.0000e+0, -2.6678e-6, 0.0000e+0, 1.0971e-6, 0.0937
1.410, -0.3901, 1, 1, -6.860e-3, 0.0000e+0, -2.6868e-6, 0.0000e+0, 1.1045e-6, 0.0232
1.420, -0.3903, 1, 1, -6.860e-3, 0.0000e+0, -2.7059e-6, 0.0000e+0, 1.1119e-6, 0.0934
1.430, -0.3894, 1, 1, -6.860e-3, 0.0000e+0, -2.7249e-6, 0.0000e+0, 1.1194e-6, 0.0250
1.440, -0.3896, 1, 1, -6.860e-3, 0.0000e+0, -2.7440e-6, 0.0000e+0, 1.1268e-6, 0.0955
1.450, -0.3887, 1, 1, -6.860e-3, 0.0000e+0, -2.7631e-6, 0.0000e+0, 1.1342e-6, 0.0256
1.460, -0.3889, 1, 1, -6.860e-3, 0.0000e+0, -2.7821e-6, 0.0000e+0, 1.1416e-6, 0.0951
1.470, -0.3880, 1, 1, -6.860e-3, 0.0000e+0, -2.8012e-6, 0.0000e+0, 1.1490e-6, 0.0250
1.480, -0.3882, 1, 1, -6.860e-3, 0.0000e+0, -2.8202e-6, 0.0000e+0, 1.1564e-6, 0.0947
1.490, -0.3873, 1, 1, -6.860e-3, 0.0000e+0, -2.8393e-6, 0.0000e+0, 1.1638e-6, 0.0237
1.500, -0.3875, 1, 1, -6.860e-3, 0.0000e+0, -2.8583e-6, 0.0000e+0, 1.1712e-6, 0.0927
1.510, -0.3866, 1, 1, -6.860e-3, 0.0000e+0, -2.8774e-6, 0.0000e+0, 1.1785e-6, 0.0238
1.520, -0.3868, 1, 1, -6.860e-3, 0.0000e+0, -2.8964e-6, 0.0000e+0, 1.1859e-6, 0.0945
1.530, -0.3859, 1, 1, -6.860e-3, 0.0000e+0, -2.9155e-6, 0.0000e+0, 1.1932e-6, 0.0273
1.540, -0.3861, 1, 1, -6.860e-3, 0.0000e+0, -2.9346e-6, 0.0000e+0, 1.2006e-6, 0.0956
1.550, -0.3852, 1, 1, -6.860e-3, 0.0000e+0, -2.9536e-6, 0.0000e+0, 1.2079e-6, 0.0267
1.560, -0.3855, 1, 1, -6.860e-3, 0.0000e+0, -2.9727e-6, 0.0000e+0, 1.2153e-6, 0.0972
1.570, -0.3845, 1, 1, -6.860e-3, 0.0000e+0, -2.9917e-6, 0.0000e+0, 1.2226e-6, 0.0293
1.580, -0.3848, 1, 1, -6.860e-3, 0.0000e+0, -3.0108e-6, 0.0000e+0, 1.2300e-6, 0.0999
1.590, -0.3838, 1, 1, -6.860e-3, 0.0000e+0, -3.0298e-6, 0.0000e+0, 1.2373e-6, 0.0303
1.600, -0.3841, 1, 1, -6.860e-3, 0.0000e+0, -3.0489e-6, 0.0000e+0, 1.2446e-6, 0.0989
1.610, -0.3831, 1, 1, -6.860e-3, 0.0000e+0, -3.0679e-6, 0.0000e+0, 1.2519e-6, 0.0281
1.620, -0.3834, 1, 1, -6.860e-3, 0.0000e+0, -3.0870e-6, 0.0000e+0, 1.2592e-6, 0.0950
1.630, -0.3824, 1, 1, -6.860e-3, 0.0000e+0, -3.1061e-6, 0.0000e+0, 1.2665e-6, 0.0266
1.640, -0.3827, 1, 1, -6.860e-3, 0.0000e+0, -3.1251e-6, 0.0000e+0, 1.2738e-6, 0.0936
1.650, -0.3818, 1, 1, -6.860e-3, 0.0000e+0, -3.1442e-6, 0.0000e+0, 1.2810e-6, 0.0254
1.660, -0.3820, 1, 1, -6.860e-3, 0.0000e+0, -3.1632e-6, 0.0000e+0, 1.2883e-6, 0.0945
1.670, -0.3811, 1, 1, -6.860e-3, 0.0000e+0, -3.1823e-6, 0.0000e+0, 1.2956e-6, 0.0276
1.680, -0.3814, 1, 1, -6.860e-3, 0.0000e+0, -3.2013e-6, 0.0000e+0, 1.3029e-6, 0.0974
1.690, -0.3804, 1, 1, -6.860e-3, 0.0000e+0, -3.2204e-6, 0.0000e+0, 1.3101e-6, 0.0306
1.700, -0.3807, 1, 1, -6.860e-3, 0.0000e+0, -3.2394e-6, 0.0000e+0, 1.3174e-6, 0.0979
1.710, -0.3797, 1, 1, -6.860e-3, 0.0000e+0, -3.2585e-6, 0.0000e+0, 1.3246e-6, 0.0295
1.720, -0.3800, 1, 1, -6.860e-3, 0.0000e+0, -3.2775e-6, 0.0000e+0, 1.3318e-6, 0.0964
1.730, -0.3790, 1, 1, -6.860e-3, 0.0000e+0, -3.2966e-6, 0.0000e+0, 1.3391e-6, 0.0281
1.740, -0.3793, 1, 1, -6.860e-3, 0.0000e+0, -3.3157e-6, 0.0000e+0, 1.3463e-6, 0.0962
1.750, -0.3784, 1, 1, -6.860e-3, 0.0000e+0, -3.3347e-6, 0.0000e+0, 1.3535e-6, 0.0294
1.760, -0.3787, 1, 1, -6.860e-3, 0.0000e+0, -3.3538e-6, 0.0000e+0, 1.3607e-6, 0.0970
1.770, -0.3777, 1, 1, -6.860e-3, 0.0000e+0, -3.3728e-6, 0.0000e+0, 1.3679e-6, 0.0323
1.780, -0.3780, 1, 1, -6.860e-3, 0.0000e+0, -3.3919e-6, 0.0000e+0, 1.3751e-6, 0.1022
1.790, -0.3770, 1, 1, -6.860e-3, 0.0000e+0, -3.4109e-6, 0.0000e+0, 1.3823e-6, 0.0330
1.800, -0.3773, 1, 1, -6.860e-3, 0.0000e+0, -3.4300e-6, 0.0000e+0, 1.3895e-6, 0.0977
1.810, -0.3763, 1, 1, -6.860e-3, 0.0000e+0, -3.4490e-6, 0.0000e+0, 1.3967e-6, 0.0282
1.820, -0.3766, 1, 1, -6.860e-3, 0.0000e+0, -3.4681e-6, 0.0000e+0, 1.4038e-6, 0.0957
1.830, -0.3757, 1, 1, -6.860e-3, 0.0000e+0, -3.4872e-6, 0.0000e+0, 1.4110e-6, 0.0289
1.840, -0.3759, 1, 1, -6.860e-3, 0.0000e+0, -3.5062e-6, 0.0000e+0, 1.4182e-6, 0.0968
1.850, -0.3750, 1, 1, -6.860e-3, 0.0000e+0, -3.5253e-6, 0.0000e+0, 1.4253e-6, 0.0288
1.860, -0.3753, 1, 1, -6.860e-3, 0.0000e+0, -3.5443e-6, 0.0000e+0, 1.4324e-6, 0.0946
1.870, -0.3743, 1, 1, -6.860e-3, 0.0000e+0, -3.5634e-6, 0.0000e+0, 1.4396e-6, 0.0285
1.880, -0.3746, 1, 1, -6.860e-3, 0.0000e+0, -3.5824e-6, 0.0000e+0, 1.4467e-6, 0.0967
1.890, -0.3736, 1, 1, -6.860e-3, 0.0000e+0, -3.6015e-6, 0.0000e+0, 1.4538e-6, 0.0313
1.900, -0.3740, 1, 1, -6.860e-3, 0.0000e+0, -3.6205e-6, 0.0000e+0, 1.4610e-6, 0.0981
1.910, -0.3730, 1, 1, -6.860e-3, 0.0000e+0, -3.6396e-6, 0.0000e+0, 1.4681e-6, 0.0312
1.920, -0.3733, 1, 1, -6.860e-3, 0.0000e+0, -3.6587e-6, 0.0000e+0, 1.4752e-6, 0.0978
1.930, -0.3723, 1, 1, -6.860e-3, 0.0000e+0, -3.6777e-6, 0.0000e+0, 1.4823e-6, 0.0306
1.940, -0.3726, 1, 1, -6.860e-3, 0.0000e+0, -3.6968e-6, 0.0000e+0, 1.4894e-6, 0.0970
1.950, -0.3717, 1, 1, -6.860e-3, 0.0000e+0, -3.7158e-6, 0.0000e+0, 1.4965e-6, 0.0304
1.960, -0.3720, 1, 1, -6.860e-3, 0.0000e+0, -3.7349e-6, 0.0000e+0, 1.5036e-6, 0.0971
1.970, -0.3710, 1, 1, -6.860e-3, 0.0000e+0, -3.7539e-6, 0.0000e+0, 1.5106e-6, 0.0314
1.980, -0.3713, 1, 1, -6.860e-3, 0.0000e+0, -3.7730e-6, 0.0000e+0, 1.5177e-6, 0.0976
1.990, -0.3703, 1, 1, -6.860e-3, 0.0000e+0, -3.7920e-6, 0.0000e+0, 1.5248e-6, 0.0312
2.000, -0.3706, 1, 1, -6.860e-3, 0.0000e+0, -3.8111e-6, 0.0000e+0, 1.5318e-6, 0.0977
2.010, -0.3697, 1, 1, -6.860e-3, 0.0000e+0, -3.8302e-6, 0.0000e+0, 1.5389e-6, 0.0324
2.020, -0.3700, 1, 1, -6.860e-3, 0.0000e+0, -3.8492e-6, 0.0000e+0, 1.5459e-6, 0.0980
2.030, -0.3690, 1, 1, -6.860e-3, 0.0000e+0, -3.8683e-6, 0.0000e+0, 1.5529e-6, 0.0323
2.040, -0.3693, 1, 1, -6.860e-3, 0.0000e+0, -3.8873e-6, 0.0000e+0, 1.5600e-6, 0.0989
2.050, -0.3683, 1, 1, -6.860e-3, 0.0000e+0, -3.9064e-6, 0.0000e+0, 1.5670e-6, 0.0327
2.060, -0.3687, 1, 1, -6.860e-3, 0.0000e+0, -3.9254e-6, 0.0000e+0, 1.5740e-6, 0.0991
2.070, -0.3677, 1, 1, -6.860e-3, 0.0000e+0, -3.9445e-6, 0.0000e+0, 1.5810e-6, 0.0332
2.080, -0.3680, 1, 1, -6.860e-3, 0.0000e+0, -3.9635e-6, 0.0000e+0, 1.5880e-6, 0.1002
2.090, -0.3670, 1, 1, -6.860e-3, 0.0000e+0, -3.9826e-6, 0.0000e+0, 1.5950e-6, 0.0354
2.100, -0.3674, 1, 1, -6.860e-3, 0.0000e+0, -4.0017e-6, 0.0000e+0, 1.6020e-6, 0.1005
2.110, -0.3664, 1, 1, -6.860e-3, 0.0000e+0, -4.0207e-6, 0.0000e+0, 1.6090e-6, 0.0333
2.120, -0.3667, 1, 1, -6.860e-3, 0.0000e+0, -4.0398e-6, 0.0000e+0, 1.6160e-6, 0.0958
